ccntype,ccn,validthru,key,pin,quota
Capital One,3608-2968-5791-1589,2021-03-12,7253,629,1300
MasterCard,3608-1395-4344-1693,2020-11-26,3398,971,1700
Bank of America,3608-1192-4951-1551,2020-12-03,5366,669,1900
American Express,3608-2968-4394-1476,2018-09-16,6151,965,1400
USAA,3608-2181-5196-1024,2022-08-19,7258,442,1800
MasterCard,3608-2968-5638-1935,2020-11-07,5283,635,1700
Discover,3608-2067-4005-1355,2018-11-11,5657,803,1700
Chase,3608-1333-5132-1572,2019-07-14,7608,042,1900
MasterCard,3608-1333-5333-1301,2023-12-04,7439,836,1200
Capital One,3608-2507-5459-1838,2020-04-25,2204,232,1700
Visa,3608-2181-5791-1190,2019-10-18,6851,879,1500
USAA,3608-1333-5196-1292,2019-12-06,2106,931,1700
USAA,3608-1333-5152-1344,2023-02-17,2776,016,1500
Chase,3608-2751-5638-1718,2019-12-02,7087,797,1700
Visa,3608-2067-5470-1682,2025-11-07,2886,600,1400
BarclayCard US,3608-2800-4038-1190,2019-02-14,2465,375,1100
BarclayCard US,3608-2596-4288-1794,2025-04-28,5872,925,1500
Bank of America,3608-1782-5638-1322,2022-03-04,5638,451,1300
USAA,3608-1782-4264-1383,2023-09-14,2486,834,1900
Discover,3608-1192-5551-1637,2021-09-18,5727,189,1400
PNC,3608-2596-5756-1518,2020-01-21,2486,197,1900
Capital One,3608-2181-4342-1217,2025-05-25,5065,553,1100
USAA,3608-2596-5394-1637,2025-08-20,2825,189,1200
Wells Fargo,3608-2751-4158-1399,2019-09-27,4654,287,1800
Discover,3608-2800-5890-1931,2019-10-24,6727,906,1700
Visa,3608-1333-5756-1603,2025-11-12,5683,341,1000
Visa,3608-2596-5791-1596,2019-06-25,2468,053,2000
MasterCard,3608-1395-4711-1435,2020-06-03,2512,402,1200
Citibank,3608-1682-4711-1572,2020-08-01,7056,266,1400
BarclayCard US,3608-1395-5750-1322,2018-08-09,7277,686,1900
USAA,3608-1333-5756-1214,2023-01-10,6048,279,1200
American Express,3608-1682-5030-1394,2019-01-24,4568,505,1800
Visa,3608-2751-4288-1794,2021-03-03,5978,545,1900
USAA,3608-2067-5038-1617,2022-03-19,7739,354,1700
MasterCard,3608-1192-5015-1828,2018-03-20,6719,865,1500
MasterCard,3608-1782-5030-1306,2023-05-13,5282,093,1600
MasterCard,3608-2800-4318-1053,2024-03-10,3268,928,1200
BarclayCard US,3608-2507-4329-1572,2019-11-20,6787,915,1400
Discover,3608-1721-4994-1537,2025-10-19,6937,686,1500
Chase,3608-2968-5724-1804,2021-10-14,4713,363,1100
BarclayCard US,3608-2751-4264-1745,2022-04-20,7239,634,2000
Capital One,3608-2968-5458-1744,2018-08-10,3960,626,1300
MasterCard,3608-2588-5890-1465,2019-12-04,2985,785,1200
Chase,3608-1395-4288-1718,2020-03-30,5588,283,1300
American Express,3608-2588-5756-1475,2024-02-29,4061,630,1500
American Express,3608-1395-5791-1245,2024-08-31,2180,905,1500
BarclayCard US,3608-1395-5791-1054,2022-11-14,5386,065,1200
MasterCard,3608-2067-4160-1278,2024-07-06,3048,439,1000
USAA,3608-2800-5724-1900,2025-09-06,1976,286,1100
Chase,3608-1782-5038-1617,2024-02-04,7983,070,1800
PNC,3608-1782-4160-1603,2020-09-23,4412,644,1300
PNC,3608-2596-4354-1322,2022-01-16,4595,583,1000
MasterCard,3608-2588-4329-1344,2025-04-13,8049,388,1200
U.S. Bank,3608-1721-5983-1856,2020-04-04,7947,557,1300
MasterCard,3608-1333-4856-1064,2023-12-08,2468,995,1800
Capital One,3608-1333-5724-1821,2021-01-10,3817,164,1500
Citibank,3608-2588-4994-1163,2025-10-29,5738,611,2000
PNC,3608-1333-4354-1052,2021-01-15,5014,298,1100
Citibank,3608-1333-4354-1596,2021-09-14,7777,924,1600
MasterCard,3608-1782-4264-1244,2024-12-23,3189,150,1500
USAA,3608-2751-5407-1795,2025-02-20,3078,635,1600
Visa,3608-1682-5458-1794,2024-04-22,3980,765,2000
Chase,3608-2751-5458-1024,2023-03-21,3950,790,1700
Wells Fargo,3608-2751-4158-1301,2018-08-04,6044,923,1800
Visa,3608-2800-5458-1660,2018-11-18,4580,566,1100
Bank of America,3608-1782-4994-1381,2024-09-20,5941,733,1600
Bank of America,3608-2588-4264-1377,2018-08-23,2204,585,1400
U.S. Bank,3608-2596-5470-1001,2023-07-11,5650,505,1900
Chase,3608-2800-5458-1682,2025-11-08,7392,733,1300
Discover,3608-2181-5791-1274,2025-08-11,2115,159,1700
Bank of America,3608-1333-5132-1828,2024-01-31,5398,145,2000
USAA,3608-1192-5489-1660,2019-02-07,2340,604,1200
American Express,3608-1682-5470-1744,2020-09-28,4827,846,1200
Visa,3608-1395-5489-1614,2018-06-15,7230,165,1200
American Express,3608-2596-4264-1134,2024-04-03,6387,092,1200
Chase,3608-2800-4005-1394,2025-08-11,4320,181,1300
Chase,3608-2588-5015-1300,2020-07-14,3971,718,1400
Bank of America,3608-2181-4342-1054,2018-05-07,2462,517,1300
Discover,3608-2968-4711-1052,2021-06-12,2403,293,1000
Visa,3608-1721-4288-1440,2025-08-26,7280,132,1300
USAA,3608-1682-5030-1185,2020-12-30,4161,896,1200
USAA,3608-1782-5489-1306,2021-12-07,5584,802,2000
Discover,3608-1395-5638-1596,2025-07-29,3421,908,2000
BarclayCard US,3608-2751-5394-1960,2022-08-19,5415,101,1900
Discover,3608-2588-5696-1686,2024-10-07,4920,495,1000
Chase,3608-2181-5196-1916,2020-11-17,2281,396,1800
BarclayCard US,3608-2181-5691-1134,2024-07-11,6263,291,1200
Discover,3608-2968-5884-1558,2018-04-24,3248,898,1300
MasterCard,3608-1782-5988-1617,2022-02-11,2725,770,1400
USAA,3608-2596-5038-1705,2022-05-11,2953,106,1100
Citibank,3608-1333-5152-1980,2025-09-02,6703,875,1100
Visa,3608-1192-4038-1014,2018-12-29,4601,753,1100
Chase,3608-2507-4344-1804,2022-09-13,6970,960,1900
Citibank,3608-1782-5015-1381,2022-03-04,2621,708,1000
Citibank,3608-1333-5766-1068,2019-04-29,3679,956,1300
Wells Fargo,3608-1682-4329-1629,2020-10-28,5906,685,1100
MasterCard,3608-1721-5394-1465,2021-04-22,7308,053,1800
BarclayCard US,3608-2596-5489-1068,2025-04-24,7252,236,2000
Chase,3608-2800-4994-1717,2025-09-29,4461,430,1200
Chase,3608-2067-4288-1537,2025-07-28,4198,690,1700
Chase,3608-2181-4318-1497,2022-03-28,7181,622,1300
American Express,3608-2596-4264-1185,2019-07-02,4549,195,1900
Citibank,3608-1682-5745-1804,2024-03-10,6661,326,2000
BarclayCard US,3608-1395-5745-1053,2018-11-02,2109,047,1600
Bank of America,3608-1395-5756-1668,2023-05-19,3054,220,1500
MasterCard,3608-2800-5132-1583,2018-06-05,6180,081,1400
BarclayCard US,3608-1782-4236-1129,2018-02-01,6211,307,2000
American Express,3608-2596-5632-1274,2024-07-21,5257,972,1700
Wells Fargo,3608-2968-5489-1572,2019-12-13,3849,890,1000
Bank of America,3608-1395-4158-1589,2022-09-08,5409,572,1200
Bank of America,3608-2968-4288-1129,2021-01-07,5111,309,1700
Bank of America,3608-1395-4856-1686,2025-12-16,3968,129,1300
MasterCard,3608-1721-5030-1558,2024-12-05,2717,140,1500
Chase,3608-1192-5333-1900,2023-12-17,6624,855,1600
Capital One,3608-1395-5196-1465,2020-05-21,6386,556,1100
Chase,3608-2181-5394-1190,2019-12-11,7212,529,1400
Capital One,3608-2800-5756-1518,2023-12-07,4985,252,1100
MasterCard,3608-1395-5038-1474,2023-04-04,2791,186,1400
U.S. Bank,3608-2751-5988-1795,2020-03-26,5054,930,1200
Discover,3608-2800-5152-1351,2021-03-29,4740,134,1100
MasterCard,3608-2751-5634-1442,2024-08-13,7415,748,1100
Chase,3608-2800-5632-1518,2021-08-14,6006,053,1100
Citibank,3608-2751-5791-1301,2024-10-30,5723,414,1600
PNC,3608-1395-5407-1718,2024-01-21,7647,866,1300
American Express,3608-2751-4580-1344,2018-06-19,4163,328,1000
PNC,3608-2596-4318-1255,2025-05-10,2621,647,2000
U.S. Bank,3608-2596-4288-1558,2023-11-14,3844,034,1000
PNC,3608-1395-4994-1916,2022-11-26,2048,289,1700
U.S. Bank,3608-2588-5791-1475,2023-01-14,2881,949,1700
U.S. Bank,3608-1192-4160-1024,2018-01-18,5682,793,1100
PNC,3608-1395-4318-1055,2025-12-12,6261,397,1500
Bank of America,3608-1333-4657-1292,2021-02-21,2383,699,1000
Capital One,3608-2751-4856-1804,2018-07-10,2709,195,1500
Chase,3608-2800-5152-1623,2021-04-11,3353,311,1500
Chase,3608-2067-4445-1596,2020-06-20,2267,477,1200
BarclayCard US,3608-1721-5634-1394,2020-10-04,7364,171,1200
BarclayCard US,3608-2968-4994-1182,2019-04-17,6667,276,1000
Bank of America,3608-2800-5333-1717,2021-05-22,7916,566,1800
U.S. Bank,3608-2588-4342-1157,2020-07-16,4441,702,1200
Discover,3608-2507-5152-1597,2023-08-07,6572,689,1700
Wells Fargo,3608-2751-4005-1629,2025-06-27,3679,182,1600
BarclayCard US,3608-1782-4354-1838,2019-11-11,2118,160,1600
BarclayCard US,3608-1721-5724-1217,2018-04-27,4108,499,1400
PNC,3608-1682-5196-1134,2022-04-13,4835,139,2000
Citibank,3608-1192-4344-1361,2019-08-19,3894,342,1500
Wells Fargo,3608-1333-4668-1999,2018-12-04,3271,816,1900
Discover,3608-2800-5196-1583,2025-04-16,3767,890,1800
American Express,3608-1333-5745-1537,2024-10-22,3571,536,1100
MasterCard,3608-2596-4445-1744,2023-12-19,2439,208,1500
BarclayCard US,3608-2067-5791-1839,2020-09-16,2964,756,1600
Chase,3608-1395-5030-1603,2023-06-12,6557,429,1700
Bank of America,3608-2968-5551-1804,2025-03-28,7477,943,2000
Wells Fargo,3608-1333-5015-1551,2018-04-24,2733,952,1100
Wells Fargo,3608-2181-4657-1518,2024-07-02,2095,821,2000
Citibank,3608-1395-5470-1999,2024-05-18,2176,981,1400
BarclayCard US,3608-1721-5766-1383,2021-08-02,4652,255,1200
Discover,3608-2596-5470-1344,2021-06-10,5310,011,1300
PNC,3608-1721-5638-1037,2018-11-07,7075,564,1900
U.S. Bank,3608-1682-5458-1795,2022-12-05,6336,103,1800
USAA,3608-1395-5470-1056,2024-06-10,2766,092,1600
MasterCard,3608-1333-5152-1052,2024-05-10,4945,317,1900
Visa,3608-1192-5745-1064,2025-04-28,3951,121,1200
Bank of America,3608-2067-5756-1693,2022-06-02,2799,493,1700
PNC,3608-2751-4160-1381,2023-03-10,7822,162,1500
Chase,3608-2588-4264-1056,2019-10-29,6968,577,1000
USAA,3608-1395-5988-1300,2025-11-13,4360,160,1300
MasterCard,3608-1682-4445-1999,2025-09-11,6117,563,1800
BarclayCard US,3608-2968-4288-1054,2022-11-11,5464,534,1500
American Express,3608-2751-5890-1476,2022-05-14,5152,071,1700
Discover,3608-2507-5333-1216,2018-03-14,3536,789,1300
MasterCard,3608-1333-5030-1693,2018-08-02,2937,765,1900
Chase,3608-1192-4394-1537,2023-09-27,4210,394,1800
BarclayCard US,3608-2751-4580-1140,2019-05-27,3150,207,1800
Discover,3608-2800-4264-1194,2022-10-27,5905,805,1500
Citibank,3608-2596-4329-1646,2020-06-26,1975,267,1100
MasterCard,3608-2968-4342-1399,2022-09-13,3519,303,1200
PNC,3608-1192-5458-1037,2023-08-30,6518,919,1400
Capital One,3608-1721-4580-1804,2023-06-25,3637,591,1100
Capital One,3608-1721-5696-1301,2023-03-22,2594,978,2000
Capital One,3608-1395-5634-1804,2023-11-23,7961,849,2000
Visa,3608-2507-5691-1440,2023-02-13,4923,112,1000
American Express,3608-2751-5724-1915,2022-11-18,7701,513,1300
Bank of America,3608-1192-5407-1300,2021-02-07,7995,434,1100
Visa,3608-1721-5030-1129,2025-11-03,6270,265,1300
American Express,3608-2751-4458-1603,2019-05-22,2930,370,1500
MasterCard,3608-1192-4264-1794,2022-04-15,2042,751,1300
Visa,3608-2588-5152-1915,2022-02-18,6142,002,1700
MasterCard,3608-2181-4668-1744,2020-11-12,2177,477,2000
Bank of America,3608-2800-5015-1623,2019-01-07,4417,337,1800
Citibank,3608-1333-5750-1306,2019-02-01,5072,443,1400
MasterCard,3608-2067-5634-1351,2019-01-02,4054,654,1800
Bank of America,3608-1395-4354-1631,2022-04-01,2311,244,1900
Citibank,3608-1395-4951-1381,2025-02-26,2466,189,1700
PNC,3608-1395-5030-1001,2021-09-24,7253,825,1600
BarclayCard US,3608-2968-4383-1717,2021-01-20,6723,517,1100
Discover,3608-1682-5152-1094,2018-04-26,2048,131,1600
USAA,3608-1333-5634-1255,2025-03-20,2478,276,1900
American Express,3608-1721-5638-1614,2021-05-25,3844,291,1100
Wells Fargo,3608-2968-5458-1181,2024-08-16,3072,554,2000
Capital One,3608-2751-4342-1936,2018-01-19,4629,980,1500
Wells Fargo,3608-1721-4329-1572,2025-03-24,2862,228,1200
Chase,3608-1782-5470-1407,2023-01-13,5897,275,1200
Bank of America,3608-1721-4005-1265,2018-09-26,2606,919,1200
Chase,3608-2968-5983-1837,2019-11-01,5706,177,1600
Chase,3608-1682-5890-1589,2023-07-14,5527,040,1000
Discover,3608-1333-5470-1629,2019-10-31,5989,572,1600
Bank of America,3608-2181-5890-1844,2023-06-17,5075,138,1900
Visa,3608-2067-5196-1056,2020-03-04,7446,798,1300
U.S. Bank,3608-2067-4005-1129,2020-12-14,4327,967,1400
Wells Fargo,3608-2507-5766-1394,2023-10-27,3255,106,1200
Visa,3608-2067-5632-1009,2018-03-25,4346,859,1100
Discover,3608-1192-4580-1024,2023-04-14,3702,876,1200
PNC,3608-1333-4445-1935,2020-07-19,5253,532,1300
Bank of America,3608-1721-5030-1474,2019-09-06,2049,075,1400
MasterCard,3608-1395-5884-1744,2019-12-30,5740,697,1300
American Express,3608-1782-5333-1668,2018-01-17,6274,440,1600
USAA,3608-2968-4318-1839,2021-12-01,4704,715,1400
USAA,3608-2968-5407-1856,2024-11-22,2285,492,1300
American Express,3608-2968-4458-1189,2021-06-28,6407,803,1400
USAA,3608-1192-5333-1931,2022-12-05,2846,996,1700
U.S. Bank,3608-2067-5983-1915,2020-07-07,6038,867,1100
Bank of America,3608-2968-4329-1381,2019-10-19,6876,754,1700
Wells Fargo,3608-2181-4994-1660,2025-04-08,2340,508,1000
Wells Fargo,3608-2588-4394-1794,2024-06-26,4995,763,2000
Capital One,3608-1192-5750-1744,2023-01-30,7545,986,1900
MasterCard,3608-1721-4236-1589,2019-03-02,7111,826,1700
Bank of America,3608-1782-4523-1717,2023-04-03,7763,144,2000
Discover,3608-2507-4951-1189,2019-01-28,4644,382,1200
Bank of America,3608-2588-5890-1761,2020-09-17,2321,326,1900
Bank of America,3608-2588-5890-1383,2022-08-03,7944,376,1400
Visa,3608-1333-5766-1351,2025-12-05,2809,649,1000
Chase,3608-1395-5988-1435,2021-07-05,7681,292,1200
PNC,3608-1721-4264-1278,2021-10-15,6764,579,1800
USAA,3608-1782-5030-1009,2020-01-05,6691,406,1100
USAA,3608-1721-5632-1278,2025-03-08,6257,268,1300
Citibank,3608-1395-4342-1717,2019-08-20,7932,583,1700
American Express,3608-1782-4038-1537,2019-08-08,7318,278,1100
PNC,3608-2067-5030-1915,2022-08-21,2417,159,1300
BarclayCard US,3608-1682-4657-1140,2021-07-11,5342,351,1500
Chase,3608-2800-4005-1682,2023-07-07,3191,925,1400
Chase,3608-1333-5632-1377,2025-05-27,3478,277,2000
American Express,3608-2751-4342-1381,2018-03-29,7409,108,1600
PNC,3608-1782-5632-1052,2023-03-31,2761,200,1100
U.S. Bank,3608-1333-5489-1037,2022-03-20,3680,501,1800
U.S. Bank,3608-1721-4354-1916,2020-07-13,2403,353,1900
Visa,3608-2181-5884-1804,2019-09-21,4993,640,1600
MasterCard,3608-2800-4394-1686,2022-04-12,6422,778,1200
Chase,3608-1333-5152-1064,2018-04-13,2971,232,1100
Citibank,3608-2067-4951-1399,2022-11-08,3078,774,1500
Bank of America,3608-1782-5696-1844,2021-01-13,5758,678,2000
MasterCard,3608-1782-5890-1761,2020-06-05,2208,822,1400
Wells Fargo,3608-2968-4236-1717,2018-06-19,3947,477,1800
Visa,3608-1395-4994-1497,2022-02-28,6968,913,1500
Chase,3608-1682-5791-1718,2020-04-24,4665,312,1000
PNC,3608-2181-5691-1037,2020-09-03,7848,900,1100
Discover,3608-2588-5196-1053,2018-11-29,5458,113,2000
MasterCard,3608-2067-5791-1157,2021-03-06,4869,834,1400
PNC,3608-2181-4856-1068,2023-11-11,7246,859,1700
Discover,3608-1333-5407-1300,2024-04-24,4561,007,1200
Bank of America,3608-1395-5132-1198,2023-08-17,2146,599,1700
Citibank,3608-2588-4038-1968,2020-06-20,2413,757,1700
Citibank,3608-1682-5634-1931,2020-11-16,5279,350,1800
PNC,3608-1395-4445-1054,2023-09-09,4992,811,1300
Bank of America,3608-1333-4329-1613,2020-03-30,2716,046,1000
PNC,3608-1682-5634-1744,2022-10-06,7748,286,1100
Citibank,3608-2596-4856-1245,2023-08-07,6439,401,1500
Capital One,3608-2968-5791-1068,2024-10-08,3356,868,1100
Chase,3608-1721-5691-1216,2023-08-22,7100,471,1800
Bank of America,3608-1333-5030-1936,2021-09-14,6699,200,1700
Bank of America,3608-2181-5745-1856,2021-05-27,2719,752,2000
PNC,3608-2181-4458-1558,2018-01-10,6056,735,1600
Chase,3608-2588-4711-1804,2025-07-02,3457,021,1600
Visa,3608-1682-4951-1009,2018-07-22,5254,079,1900
Wells Fargo,3608-1782-5394-1916,2020-10-22,3083,179,1600
U.S. Bank,3608-1682-5459-1428,2024-07-21,5557,372,1300
USAA,3608-2968-4342-1629,2018-10-10,5696,775,1800
BarclayCard US,3608-1192-5696-1623,2021-06-18,4094,698,1800
BarclayCard US,3608-1192-5551-1442,2022-11-02,6431,207,1700
BarclayCard US,3608-2596-5152-1795,2025-08-17,2481,916,2000
USAA,3608-1192-4383-1053,2020-06-27,2868,853,1000
BarclayCard US,3608-2067-4445-1935,2021-10-26,3117,121,1200
Chase,3608-2181-5691-1094,2020-04-04,7932,125,1800
Discover,3608-2067-4005-1794,2020-10-11,3295,403,1600
PNC,3608-2800-5691-1693,2018-01-16,6207,719,1300
Visa,3608-2181-4288-1014,2025-11-01,4538,456,1400
USAA,3608-2596-4657-1717,2018-07-03,6611,017,1900
Bank of America,3608-2067-4342-1244,2022-12-24,2579,069,1600
Wells Fargo,3608-1395-5696-1646,2025-11-14,6966,527,1400
MasterCard,3608-2507-5724-1407,2024-01-21,6664,963,1200
BarclayCard US,3608-2968-4158-1181,2025-01-24,6262,112,1100
USAA,3608-1192-5890-1355,2019-01-23,2236,233,1400
Chase,3608-2800-5459-1935,2021-06-25,5006,237,1800
Chase,3608-1721-4038-1572,2025-10-28,5119,454,1600
American Express,3608-1721-4458-1844,2024-06-29,6332,837,1200
USAA,3608-2588-5724-1163,2023-07-18,5186,963,1200
American Express,3608-2507-5394-1900,2018-05-14,4433,866,1400
Bank of America,3608-2800-5745-1960,2023-08-01,5876,636,1700
BarclayCard US,3608-2800-5638-1217,2023-08-09,4319,587,1000
Visa,3608-1333-4160-1744,2023-01-19,7665,643,1600
PNC,3608-2751-4668-1024,2020-05-16,3055,990,1400
U.S. Bank,3608-1333-4038-1032,2022-03-03,2342,676,1300
Discover,3608-2181-5015-1442,2020-06-15,7614,384,2000
PNC,3608-1395-5458-1038,2020-08-22,4163,170,1600
Capital One,3608-2067-5038-1128,2021-05-12,6147,754,1200
American Express,3608-2507-4038-1032,2018-08-03,3878,658,1800
MasterCard,3608-1395-5333-1109,2022-07-26,7920,787,1000
Capital One,3608-1333-4160-1497,2022-08-04,7994,341,1800
USAA,3608-2507-4264-1216,2022-08-25,7082,909,1000
Bank of America,3608-2588-5884-1614,2023-01-20,5880,469,1300
Citibank,3608-2596-5724-1935,2024-05-25,2199,798,1400
BarclayCard US,3608-2507-5638-1617,2024-08-10,7170,921,1700
Discover,3608-2588-5458-1215,2018-03-11,6229,296,1100
Discover,3608-2800-5791-1976,2025-05-02,4297,270,1200
Discover,3608-1395-5766-1189,2020-09-30,5409,975,1100
Chase,3608-2596-5634-1190,2018-12-14,5268,192,1900
Wells Fargo,3608-2800-5015-1475,2024-06-12,3900,122,1200
Capital One,3608-2596-5750-1844,2021-03-30,5593,225,1700
Bank of America,3608-2588-5756-1274,2022-11-07,7567,157,1600
PNC,3608-1333-5196-1596,2025-11-20,2801,093,1000
Bank of America,3608-1333-4354-1935,2025-01-17,7772,626,1800
U.S. Bank,3608-2968-4458-1245,2022-10-16,4147,050,1100
Chase,3608-2596-5132-1673,2024-09-06,2224,173,1800
Discover,3608-1192-5756-1794,2023-01-27,3174,809,1900
Bank of America,3608-2507-4158-1189,2018-08-23,5391,307,1500
BarclayCard US,3608-1395-5551-1163,2022-06-29,5208,829,1300
Chase,3608-2751-4458-1794,2018-10-16,7412,092,1600
American Express,3608-2181-5884-1673,2025-09-16,7358,143,1200
MasterCard,3608-1782-5745-1761,2020-02-06,7742,673,1700
BarclayCard US,3608-1782-4668-1518,2019-03-14,5509,202,1400
Wells Fargo,3608-2751-4657-1976,2025-01-10,4235,015,1900
American Express,3608-1333-5632-1292,2023-02-09,4560,419,1900
American Express,3608-1395-4158-1900,2023-11-02,6820,117,1000
BarclayCard US,3608-1395-5983-1474,2021-01-05,7254,830,1600
Capital One,3608-2751-5407-1129,2019-11-10,6448,732,1900
MasterCard,3608-2751-5196-1038,2023-05-04,7313,120,1600
Capital One,3608-1682-5750-1828,2020-10-19,5480,069,1100
Visa,3608-2588-5015-1916,2023-07-24,2068,319,1100
Bank of America,3608-1782-4856-1024,2018-10-12,4013,591,1200
BarclayCard US,3608-2800-5030-1931,2025-11-18,3855,938,1300
American Express,3608-2067-5196-1188,2018-08-15,3275,651,1300
USAA,3608-1682-4711-1355,2021-03-25,4278,533,1600
U.S. Bank,3608-1782-4288-1761,2023-03-10,6232,572,1900
Bank of America,3608-1721-4711-1014,2019-07-22,7544,542,1900
BarclayCard US,3608-2751-5152-1718,2024-08-31,5718,129,1000
American Express,3608-1192-5394-1745,2021-02-26,4832,984,1800
USAA,3608-2507-4158-1474,2018-06-12,7304,259,1100
Wells Fargo,3608-2968-5791-1128,2019-01-07,7092,477,1300
BarclayCard US,3608-2596-5470-1551,2022-01-18,4414,066,1800
USAA,3608-2181-5551-1274,2024-03-13,8020,812,1700
American Express,3608-2800-5196-1188,2022-08-11,7283,234,1600
Citibank,3608-1782-5459-1537,2020-12-22,2379,824,1500
USAA,3608-2751-5791-1900,2018-11-06,4420,315,1800
Discover,3608-1682-5407-1245,2025-09-16,3692,897,2000
American Express,3608-2588-5745-1245,2018-05-29,4906,135,1000
USAA,3608-1782-4038-1646,2023-09-09,7975,166,1600
U.S. Bank,3608-1333-5634-1617,2018-02-23,6367,636,1400
PNC,3608-1682-4158-1474,2018-04-06,5387,843,1900
BarclayCard US,3608-1395-5766-1646,2021-01-08,7915,148,1100
PNC,3608-1192-4329-1960,2019-01-07,4727,477,1800
PNC,3608-2067-5038-1182,2020-10-07,2828,429,1900
USAA,3608-2507-4458-1476,2018-11-10,2977,858,2000
Discover,3608-1721-5983-1596,2021-02-15,5780,405,1100
Visa,3608-2968-4394-1668,2022-03-04,2493,979,1800
BarclayCard US,3608-2751-4158-1537,2020-02-08,2110,991,1100
Discover,3608-1395-5333-1001,2022-06-27,4555,874,1000
Capital One,3608-1192-5724-1839,2022-11-01,7656,930,1900
Capital One,3608-2181-5745-1693,2019-07-10,3735,345,1700
Wells Fargo,3608-2067-4711-1892,2018-01-09,2087,539,1800
USAA,3608-1682-5015-1682,2019-01-08,4670,954,1600
U.S. Bank,3608-1682-4329-1744,2021-03-30,4960,563,1500
U.S. Bank,3608-1192-5152-1383,2018-09-26,4165,322,1200
